INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2019-05-01T22:00:00-00:00,2019-05-01T23:00:00-00:00,0,2019-05-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3142,ACTUAL,1
2019-05-01T08:00:00-00:00,2019-05-01T09:00:00-00:00,0,2019-05-01,2,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2490,ACTUAL,1
2019-05-02T01:00:00-00:00,2019-05-02T02:00:00-00:00,0,2019-05-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3566,ACTUAL,1
2019-05-01T07:00:00-00:00,2019-05-01T08:00:00-00:00,0,2019-05-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2605,ACTUAL,1
2019-05-01T13:00:00-00:00,2019-05-01T14:00:00-00:00,0,2019-05-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2691,ACTUAL,1
2019-05-01T15:00:00-00:00,2019-05-01T16:00:00-00:00,0,2019-05-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2592,ACTUAL,1
2019-05-01T17:00:00-00:00,2019-05-01T18:00:00-00:00,0,2019-05-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2513,ACTUAL,1
2019-05-02T02:00:00-00:00,2019-05-02T03:00:00-00:00,0,2019-05-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3583,ACTUAL,1
2019-05-02T04:00:00-00:00,2019-05-02T05:00:00-00:00,0,2019-05-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3361,ACTUAL,1
2019-05-01T14:00:00-00:00,2019-05-01T15:00:00-00:00,0,2019-05-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2680,ACTUAL,1
2019-05-01T09:00:00-00:00,2019-05-01T10:00:00-00:00,0,2019-05-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2407,ACTUAL,1
2019-05-01T21:00:00-00:00,2019-05-01T22:00:00-00:00,0,2019-05-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2962,ACTUAL,1
2019-05-02T03:00:00-00:00,2019-05-02T04:00:00-00:00,0,2019-05-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3574,ACTUAL,1
2019-05-02T06:00:00-00:00,2019-05-02T07:00:00-00:00,0,2019-05-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2759,ACTUAL,1
2019-05-01T23:00:00-00:00,2019-05-02T00:00:00-00:00,0,2019-05-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3359,ACTUAL,1
2019-05-01T11:00:00-00:00,2019-05-01T12:00:00-00:00,0,2019-05-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2423,ACTUAL,1
2019-05-01T16:00:00-00:00,2019-05-01T17:00:00-00:00,0,2019-05-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2534,ACTUAL,1
2019-05-01T18:00:00-00:00,2019-05-01T19:00:00-00:00,0,2019-05-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2537,ACTUAL,1
2019-05-01T20:00:00-00:00,2019-05-01T21:00:00-00:00,0,2019-05-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2752,ACTUAL,1
2019-05-02T00:00:00-00:00,2019-05-02T01:00:00-00:00,0,2019-05-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3528,ACTUAL,1
2019-05-01T10:00:00-00:00,2019-05-01T11:00:00-00:00,0,2019-05-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2377,ACTUAL,1
2019-05-01T19:00:00-00:00,2019-05-01T20:00:00-00:00,0,2019-05-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2621,ACTUAL,1
2019-05-02T05:00:00-00:00,2019-05-02T06:00:00-00:00,0,2019-05-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3056,ACTUAL,1
2019-05-01T12:00:00-00:00,2019-05-01T13:00:00-00:00,0,2019-05-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2568,ACTUAL,1
2019-05-01T11:00:00-00:00,2019-05-01T12:00:00-00:00,0,2019-05-01,5,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,865,ACTUAL,2
2019-05-01T16:00:00-00:00,2019-05-01T17:00:00-00:00,0,2019-05-01,10,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1047,ACTUAL,2
2019-05-01T10:00:00-00:00,2019-05-01T11:00:00-00:00,0,2019-05-01,4,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,836,ACTUAL,2
2019-05-02T06:00:00-00:00,2019-05-02T07:00:00-00:00,0,2019-05-01,24,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,997,ACTUAL,2
2019-05-02T03:00:00-00:00,2019-05-02T04:00:00-00:00,0,2019-05-01,21,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1284,ACTUAL,2
2019-05-01T15:00:00-00:00,2019-05-01T16:00:00-00:00,0,2019-05-01,9,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1047,ACTUAL,2
2019-05-01T08:00:00-00:00,2019-05-01T09:00:00-00:00,0,2019-05-01,2,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,860,ACTUAL,2
2019-05-02T05:00:00-00:00,2019-05-02T06:00:00-00:00,0,2019-05-01,23,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1109,ACTUAL,2
2019-05-02T01:00:00-00:00,2019-05-02T02:00:00-00:00,0,2019-05-01,19,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1264,ACTUAL,2
2019-05-01T23:00:00-00:00,2019-05-02T00:00:00-00:00,0,2019-05-01,17,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1245,ACTUAL,2
2019-05-01T22:00:00-00:00,2019-05-01T23:00:00-00:00,0,2019-05-01,16,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1215,ACTUAL,2
2019-05-01T18:00:00-00:00,2019-05-01T19:00:00-00:00,0,2019-05-01,12,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1049,ACTUAL,2
2019-05-01T07:00:00-00:00,2019-05-01T08:00:00-00:00,0,2019-05-01,1,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,904,ACTUAL,2
2019-05-02T02:00:00-00:00,2019-05-02T03:00:00-00:00,0,2019-05-01,20,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1252,ACTUAL,2
2019-05-01T09:00:00-00:00,2019-05-01T10:00:00-00:00,0,2019-05-01,3,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,839,ACTUAL,2
2019-05-02T04:00:00-00:00,2019-05-02T05:00:00-00:00,0,2019-05-01,22,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1225,ACTUAL,2
2019-05-02T00:00:00-00:00,2019-05-02T01:00:00-00:00,0,2019-05-01,18,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1267,ACTUAL,2
2019-05-01T19:00:00-00:00,2019-05-01T20:00:00-00:00,0,2019-05-01,13,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1140,ACTUAL,2
