INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2015-08-01T21:00:00-00:00,2015-08-01T22:00:00-00:00,0,2015-08-01,15,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,33884,ACTUAL,1
2015-08-02T00:00:00-00:00,2015-08-02T01:00:00-00:00,0,2015-08-01,18,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,36178,ACTUAL,1
2015-08-01T20:00:00-00:00,2015-08-01T21:00:00-00:00,0,2015-08-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,32630,ACTUAL,1
2015-08-01T10:00:00-00:00,2015-08-01T11:00:00-00:00,0,2015-08-01,4,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24351,ACTUAL,1
2015-08-01T17:00:00-00:00,2015-08-01T18:00:00-00:00,0,2015-08-01,11,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,29638,ACTUAL,1
2015-08-01T14:00:00-00:00,2015-08-01T15:00:00-00:00,0,2015-08-01,8,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25105,ACTUAL,1
2015-08-01T23:00:00-00:00,2015-08-02T00:00:00-00:00,0,2015-08-01,17,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,35901,ACTUAL,1
2015-08-01T11:00:00-00:00,2015-08-01T12:00:00-00:00,0,2015-08-01,5,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24050,ACTUAL,1
2015-08-01T07:00:00-00:00,2015-08-01T08:00:00-00:00,0,2015-08-01,1,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27913,ACTUAL,1
2015-08-01T18:00:00-00:00,2015-08-01T19:00:00-00:00,0,2015-08-01,12,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,30583,ACTUAL,1
2015-08-01T15:00:00-00:00,2015-08-01T16:00:00-00:00,0,2015-08-01,9,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,26846,ACTUAL,1
2015-08-02T02:00:00-00:00,2015-08-02T03:00:00-00:00,0,2015-08-01,20,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,34592,ACTUAL,1
2015-08-02T05:00:00-00:00,2015-08-02T06:00:00-00:00,0,2015-08-01,23,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,30825,ACTUAL,1
2015-08-02T04:00:00-00:00,2015-08-02T05:00:00-00:00,0,2015-08-01,22,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,32950,ACTUAL,1
2015-08-01T08:00:00-00:00,2015-08-01T09:00:00-00:00,0,2015-08-01,2,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,26301,ACTUAL,1
2015-08-02T06:00:00-00:00,2015-08-02T07:00:00-00:00,0,2015-08-01,24,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,28651,ACTUAL,1
2015-08-02T03:00:00-00:00,2015-08-02T04:00:00-00:00,0,2015-08-01,21,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,34139,ACTUAL,1
2015-08-01T16:00:00-00:00,2015-08-01T17:00:00-00:00,0,2015-08-01,10,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,28266,ACTUAL,1
2015-08-01T19:00:00-00:00,2015-08-01T20:00:00-00:00,0,2015-08-01,13,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,31508,ACTUAL,1
2015-08-02T01:00:00-00:00,2015-08-02T02:00:00-00:00,0,2015-08-01,19,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,35774,ACTUAL,1
2015-08-01T22:00:00-00:00,2015-08-01T23:00:00-00:00,0,2015-08-01,16,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,35077,ACTUAL,1
2015-08-01T13:00:00-00:00,2015-08-01T14:00:00-00:00,0,2015-08-01,7,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24428,ACTUAL,1
2015-08-01T09:00:00-00:00,2015-08-01T10:00:00-00:00,0,2015-08-01,3,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25101,ACTUAL,1
2015-08-01T12:00:00-00:00,2015-08-01T13:00:00-00:00,0,2015-08-01,6,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24233,ACTUAL,1
2015-08-01T11:00:00-00:00,2015-08-01T12:00:00-00:00,0,2015-08-01,5,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11082,ACTUAL,2
2015-08-01T19:00:00-00:00,2015-08-01T20:00:00-00:00,0,2015-08-01,13,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,13862,ACTUAL,2
2015-08-01T17:00:00-00:00,2015-08-01T18:00:00-00:00,0,2015-08-01,11,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,13494,ACTUAL,2
2015-08-01T10:00:00-00:00,2015-08-01T11:00:00-00:00,0,2015-08-01,4,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11189,ACTUAL,2
2015-08-02T06:00:00-00:00,2015-08-02T07:00:00-00:00,0,2015-08-01,24,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,13231,ACTUAL,2
2015-08-02T03:00:00-00:00,2015-08-02T04:00:00-00:00,0,2015-08-01,21,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,15637,ACTUAL,2
2015-08-01T20:00:00-00:00,2015-08-01T21:00:00-00:00,0,2015-08-01,14,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,14348,ACTUAL,2
2015-08-02T05:00:00-00:00,2015-08-02T06:00:00-00:00,0,2015-08-01,23,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,14236,ACTUAL,2
2015-08-02T04:00:00-00:00,2015-08-02T05:00:00-00:00,0,2015-08-01,22,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,15211,ACTUAL,2
2015-08-02T01:00:00-00:00,2015-08-02T02:00:00-00:00,0,2015-08-01,19,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,16354,ACTUAL,2
2015-08-02T00:00:00-00:00,2015-08-02T01:00:00-00:00,0,2015-08-01,18,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,16333,ACTUAL,2
2015-08-01T14:00:00-00:00,2015-08-01T15:00:00-00:00,0,2015-08-01,8,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11650,ACTUAL,2
2015-08-01T12:00:00-00:00,2015-08-01T13:00:00-00:00,0,2015-08-01,6,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11193,ACTUAL,2
