INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2010-01-01T12:00:00-00:00,2010-01-01T13:00:00-00:00,0,2010-01-01,5,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14676,ACTUAL,1
2010-01-02T02:00:00-00:00,2010-01-02T03:00:00-00:00,0,2010-01-01,19,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20067,ACTUAL,1
2010-01-01T19:00:00-00:00,2010-01-01T20:00:00-00:00,0,2010-01-01,12,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17004,ACTUAL,1
2010-01-02T04:00:00-00:00,2010-01-02T05:00:00-00:00,0,2010-01-01,21,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19184,ACTUAL,1
2010-01-01T08:00:00-00:00,2010-01-01T09:00:00-00:00,0,2010-01-01,1,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16114,ACTUAL,1
2010-01-01T14:00:00-00:00,2010-01-01T15:00:00-00:00,0,2010-01-01,7,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14990,ACTUAL,1
2010-01-01T20:00:00-00:00,2010-01-01T21:00:00-00:00,0,2010-01-01,13,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16935,ACTUAL,1
2010-01-02T03:00:00-00:00,2010-01-02T04:00:00-00:00,0,2010-01-01,20,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19765,ACTUAL,1
2010-01-02T07:00:00-00:00,2010-01-02T08:00:00-00:00,0,2010-01-01,24,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,15855,ACTUAL,1
2010-01-01T10:00:00-00:00,2010-01-01T11:00:00-00:00,0,2010-01-01,3,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14865,ACTUAL,1
2010-01-01T11:00:00-00:00,2010-01-01T12:00:00-00:00,0,2010-01-01,4,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14613,ACTUAL,1
2010-01-01T13:00:00-00:00,2010-01-01T14:00:00-00:00,0,2010-01-01,6,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14942,ACTUAL,1
2010-01-01T17:00:00-00:00,2010-01-01T18:00:00-00:00,0,2010-01-01,10,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16367,ACTUAL,1
2010-01-01T18:00:00-00:00,2010-01-01T19:00:00-00:00,0,2010-01-01,11,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16762,ACTUAL,1
2010-01-01T09:00:00-00:00,2010-01-01T10:00:00-00:00,0,2010-01-01,2,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,15386,ACTUAL,1
2010-01-02T06:00:00-00:00,2010-01-02T07:00:00-00:00,0,2010-01-01,23,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17329,ACTUAL,1
2010-01-01T21:00:00-00:00,2010-01-01T22:00:00-00:00,0,2010-01-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16807,ACTUAL,1
2010-01-01T23:00:00-00:00,2010-01-02T00:00:00-00:00,0,2010-01-01,16,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16880,ACTUAL,1
