INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2010-06-01T07:00:00-00:00,2010-06-01T08:00:00-00:00,0,2010-06-01,1,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,15391,ACTUAL,1
2010-06-01T18:00:00-00:00,2010-06-01T19:00:00-00:00,0,2010-06-01,12,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22000,ACTUAL,1
2010-06-01T17:00:00-00:00,2010-06-01T18:00:00-00:00,0,2010-06-01,11,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21772,ACTUAL,1
2010-06-01T20:00:00-00:00,2010-06-01T21:00:00-00:00,0,2010-06-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22008,ACTUAL,1
2010-06-02T03:00:00-00:00,2010-06-02T04:00:00-00:00,0,2010-06-01,21,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21709,ACTUAL,1
2010-06-01T08:00:00-00:00,2010-06-01T09:00:00-00:00,0,2010-06-01,2,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14852,ACTUAL,1
2010-06-01T19:00:00-00:00,2010-06-01T20:00:00-00:00,0,2010-06-01,13,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21920,ACTUAL,1
2010-06-02T02:00:00-00:00,2010-06-02T03:00:00-00:00,0,2010-06-01,20,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20981,ACTUAL,1
2010-06-02T04:00:00-00:00,2010-06-02T05:00:00-00:00,0,2010-06-01,22,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20422,ACTUAL,1
2010-06-01T10:00:00-00:00,2010-06-01T11:00:00-00:00,0,2010-06-01,4,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14674,ACTUAL,1
