INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2010-05-02T04:00:00-00:00,2010-05-02T05:00:00-00:00,0,2010-05-01,22,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17956,ACTUAL,1
2010-05-01T08:00:00-00:00,2010-05-01T09:00:00-00:00,0,2010-05-01,2,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14844,ACTUAL,1
2010-05-01T23:00:00-00:00,2010-05-02T00:00:00-00:00,0,2010-05-01,17,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17146,ACTUAL,1
2010-05-01T22:00:00-00:00,2010-05-01T23:00:00-00:00,0,2010-05-01,16,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17149,ACTUAL,1
2010-05-01T21:00:00-00:00,2010-05-01T22:00:00-00:00,0,2010-05-01,15,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17244,ACTUAL,1
2010-05-01T20:00:00-00:00,2010-05-01T21:00:00-00:00,0,2010-05-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17375,ACTUAL,1
2010-05-01T19:00:00-00:00,2010-05-01T20:00:00-00:00,0,2010-05-01,13,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,17588,ACTUAL,1
2010-05-01T16:00:00-00:00,2010-05-01T17:00:00-00:00,0,2010-05-01,10,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,16787,ACTUAL,1
2010-05-01T11:00:00-00:00,2010-05-01T12:00:00-00:00,0,2010-05-01,5,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14676,ACTUAL,1
2010-05-01T10:00:00-00:00,2010-05-01T11:00:00-00:00,0,2010-05-01,4,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,14526,ACTUAL,1
2010-05-01T07:00:00-00:00,2010-05-01T08:00:00-00:00,0,2010-05-01,1,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,15367,ACTUAL,1
