INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2014-07-01T07:00:00-00:00,2014-07-01T08:00:00-00:00,0,2014-07-01,1,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27052,ACTUAL,1
2014-07-02T01:00:00-00:00,2014-07-02T02:00:00-00:00,0,2014-07-01,19,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,38312,ACTUAL,1
2014-07-02T00:00:00-00:00,2014-07-02T01:00:00-00:00,0,2014-07-01,18,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,39176,ACTUAL,1
2014-07-01T13:00:00-00:00,2014-07-01T14:00:00-00:00,0,2014-07-01,7,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,25941,ACTUAL,1
2014-07-01T20:00:00-00:00,2014-07-01T21:00:00-00:00,0,2014-07-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,36616,ACTUAL,1
2014-07-01T09:00:00-00:00,2014-07-01T10:00:00-00:00,0,2014-07-01,3,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24380,ACTUAL,1
2014-07-01T10:00:00-00:00,2014-07-01T11:00:00-00:00,0,2014-07-01,4,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24021,ACTUAL,1
2014-07-01T19:00:00-00:00,2014-07-01T20:00:00-00:00,0,2014-07-01,13,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,35014,ACTUAL,1
2014-07-02T03:00:00-00:00,2014-07-02T04:00:00-00:00,0,2014-07-01,21,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,36068,ACTUAL,1
2014-07-01T15:00:00-00:00,2014-07-01T16:00:00-00:00,0,2014-07-01,9,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,29606,ACTUAL,1
2014-07-02T04:00:00-00:00,2014-07-02T05:00:00-00:00,0,2014-07-01,22,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,34832,ACTUAL,1
2014-07-01T12:00:00-00:00,2014-07-01T13:00:00-00:00,0,2014-07-01,6,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24795,ACTUAL,1
2014-07-02T02:00:00-00:00,2014-07-02T03:00:00-00:00,0,2014-07-01,20,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,36971,ACTUAL,1
2014-07-01T18:00:00-00:00,2014-07-01T19:00:00-00:00,0,2014-07-01,12,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,33824,ACTUAL,1
2014-07-01T14:00:00-00:00,2014-07-01T15:00:00-00:00,0,2014-07-01,8,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27878,ACTUAL,1
2014-07-02T05:00:00-00:00,2014-07-02T06:00:00-00:00,0,2014-07-01,23,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,31872,ACTUAL,1
2014-07-02T06:00:00-00:00,2014-07-02T07:00:00-00:00,0,2014-07-01,24,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,28775,ACTUAL,1
2014-07-01T22:00:00-00:00,2014-07-01T23:00:00-00:00,0,2014-07-01,16,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,38678,ACTUAL,1
2014-07-01T23:00:00-00:00,2014-07-02T00:00:00-00:00,0,2014-07-01,17,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,39245,ACTUAL,1
2014-07-01T11:00:00-00:00,2014-07-01T12:00:00-00:00,0,2014-07-01,5,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24199,ACTUAL,1
2014-07-01T16:00:00-00:00,2014-07-01T17:00:00-00:00,0,2014-07-01,10,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,31009,ACTUAL,1
