,OPR_DT,OPR_HR,TAC_AREA_NAME,MW
101716,2012-07-27,12,PGE-TAC,14204
101717,2012-07-27,16,PGE-TAC,15295
101718,2012-07-27,20,PGE-TAC,15222
101719,2012-07-27,24,PGE-TAC,12852
101720,2012-07-27,11,PGE-TAC,13948
101721,2012-07-27,13,PGE-TAC,14297
101722,2012-07-27,15,PGE-TAC,14942
101723,2012-07-27,6,PGE-TAC,11395
101724,2012-07-27,7,PGE-TAC,11702
101725,2012-07-27,8,PGE-TAC,12373
101726,2012-07-27,21,PGE-TAC,15018
101727,2012-07-27,9,PGE-TAC,13094
101728,2012-07-27,23,PGE-TAC,13903
101729,2012-07-27,18,PGE-TAC,15659
101730,2012-07-27,4,PGE-TAC,11176
101803,2012-07-28,2,PGE-TAC,11831
101804,2012-07-28,24,PGE-TAC,12869
101805,2012-07-28,17,PGE-TAC,15062
101806,2012-07-28,11,PGE-TAC,12933
101807,2012-07-28,23,PGE-TAC,13599
101808,2012-07-28,22,PGE-TAC,14509
101809,2012-07-28,21,PGE-TAC,14785
101810,2012-07-28,20,PGE-TAC,15014
101811,2012-07-28,19,PGE-TAC,15292
101812,2012-07-28,13,PGE-TAC,13660
101813,2012-07-28,5,PGE-TAC,11255
101814,2012-07-28,1,PGE-TAC,12263
101815,2012-07-28,8,PGE-TAC,11747
101816,2012-07-28,14,PGE-TAC,13989
101817,2012-07-28,7,PGE-TAC,11511
101818,2012-07-28,4,PGE-TAC,11269
101819,2012-07-28,18,PGE-TAC,15317
101820,2012-07-28,15,PGE-TAC,14305
101821,2012-07-28,12,PGE-TAC,13331
101822,2012-07-28,9,PGE-TAC,11976
101823,2012-07-28,10,PGE-TAC,12456
101824,2012-07-28,6,PGE-TAC,11415
101825,2012-07-28,3,PGE-TAC,11515
101826,2012-07-28,16,PGE-TAC,14674
101899,2012-07-29,4,PGE-TAC,10986
101900,2012-07-29,7,PGE-TAC,11006
101901,2012-07-29,9,PGE-TAC,11299
101902,2012-07-29,10,PGE-TAC,11729
101903,2012-07-29,23,PGE-TAC,13651
101904,2012-07-29,8,PGE-TAC,11249
101905,2012-07-29,20,PGE-TAC,15285
101906,2012-07-29,2,PGE-TAC,11648
101907,2012-07-29,5,PGE-TAC,10924
101908,2012-07-29,11,PGE-TAC,12200
101909,2012-07-29,18,PGE-TAC,15488
101910,2012-07-29,1,PGE-TAC,12129
101911,2012-07-29,6,PGE-TAC,10993
101912,2012-07-29,19,PGE-TAC,15551
101913,2012-07-29,21,PGE-TAC,15060
101914,2012-07-29,22,PGE-TAC,14741
101915,2012-07-29,24,PGE-TAC,12836
101916,2012-07-29,3,PGE-TAC,11252
101917,2012-07-29,12,PGE-TAC,12609
101918,2012-07-29,13,PGE-TAC,13012
101919,2012-07-29,14,PGE-TAC,13517
101920,2012-07-29,15,PGE-TAC,14021
101921,2012-07-29,16,PGE-TAC,14564
101922,2012-07-29,17,PGE-TAC,15108
101995,2012-07-30,2,PGE-TAC,11587
101996,2012-07-30,24,PGE-TAC,13731
101997,2012-07-30,18,PGE-TAC,18540
101998,2012-07-30,13,PGE-TAC,15752
101999,2012-07-30,10,PGE-TAC,14011
102000,2012-07-30,21,PGE-TAC,17372
102001,2012-07-30,16,PGE-TAC,17846
102002,2012-07-30,3,PGE-TAC,11250
102003,2012-07-30,17,PGE-TAC,18329
102004,2012-07-30,12,PGE-TAC,15271
102005,2012-07-30,7,PGE-TAC,11854
102006,2012-07-30,11,PGE-TAC,14690
102007,2012-07-30,6,PGE-TAC,11674
102008,2012-07-30,5,PGE-TAC,11223
102009,2012-07-30,1,PGE-TAC,12175
102010,2012-07-30,19,PGE-TAC,18394
102011,2012-07-30,23,PGE-TAC,15263
102012,2012-07-30,20,PGE-TAC,17896
102013,2012-07-30,14,PGE-TAC,16491
102014,2012-07-30,9,PGE-TAC,13362
102015,2012-07-30,8,PGE-TAC,12551
102016,2012-07-30,15,PGE-TAC,17194
102017,2012-07-30,4,PGE-TAC,11128
102018,2012-07-30,22,PGE-TAC,16786
102091,2012-07-31,3,PGE-TAC,11598
102092,2012-07-31,23,PGE-TAC,15231
102093,2012-07-31,6,PGE-TAC,11572
102094,2012-07-31,8,PGE-TAC,13053
102095,2012-07-31,15,PGE-TAC,17888
102096,2012-07-31,16,PGE-TAC,18464
102097,2012-07-31,20,PGE-TAC,18032
102098,2012-07-31,21,PGE-TAC,17471
102099,2012-07-31,7,PGE-TAC,12241
102100,2012-07-31,14,PGE-TAC,17272
102101,2012-07-31,24,PGE-TAC,13691
102102,2012-07-31,2,PGE-TAC,12087
102103,2012-07-31,9,PGE-TAC,13890
102104,2012-07-31,12,PGE-TAC,15979
102105,2012-07-31,13,PGE-TAC,16560
102106,2012-07-31,17,PGE-TAC,18861
102107,2012-07-31,11,PGE-TAC,15328
102108,2012-07-31,22,PGE-TAC,16705
102109,2012-07-31,1,PGE-TAC,12586
102110,2012-07-31,5,PGE-TAC,11120
102111,2012-07-31,10,PGE-TAC,14588
102112,2012-07-31,18,PGE-TAC,18898
102113,2012-07-31,19,PGE-TAC,18662
102114,2012-07-31,4,PGE-TAC,11158
102187,2012-08-01,6,PGE-TAC,12067
102188,2012-08-01,24,PGE-TAC,13676
102189,2012-08-01,2,PGE-TAC,11831
102190,2012-08-01,7,PGE-TAC,12218
102191,2012-08-01,10,PGE-TAC,14496
102192,2012-08-01,16,PGE-TAC,18140
102193,2012-08-01,17,PGE-TAC,18532
102194,2012-08-01,14,PGE-TAC,16847
102195,2012-08-01,18,PGE-TAC,18550
102196,2012-08-01,1,PGE-TAC,12599
102197,2012-08-01,9,PGE-TAC,13833
102198,2012-08-01,19,PGE-TAC,18356
102199,2012-08-01,3,PGE-TAC,11392
102200,2012-08-01,8,PGE-TAC,13018
102201,2012-08-01,11,PGE-TAC,15166
102202,2012-08-01,15,PGE-TAC,17547
102203,2012-08-01,22,PGE-TAC,16604
102204,2012-08-01,4,PGE-TAC,11602
102205,2012-08-01,21,PGE-TAC,17163
102206,2012-08-01,5,PGE-TAC,11769
102207,2012-08-01,23,PGE-TAC,15126
102208,2012-08-01,13,PGE-TAC,16173
102209,2012-08-01,20,PGE-TAC,17707
102210,2012-08-01,12,PGE-TAC,15742
102283,2012-08-02,3,PGE-TAC,11730
102284,2012-08-02,10,PGE-TAC,14574
102285,2012-08-02,22,PGE-TAC,16495
102286,2012-08-02,1,PGE-TAC,12905
102287,2012-08-02,18,PGE-TAC,18656
102288,2012-08-02,21,PGE-TAC,17269
102289,2012-08-02,7,PGE-TAC,12326
102290,2012-08-02,12,PGE-TAC,15781
102291,2012-08-02,14,PGE-TAC,16911
102292,2012-08-02,17,PGE-TAC,18621
102293,2012-08-02,24,PGE-TAC,13695
102294,2012-08-02,2,PGE-TAC,12223
102295,2012-08-02,5,PGE-TAC,11513
102296,2012-08-02,11,PGE-TAC,15170
102297,2012-08-02,16,PGE-TAC,18188
102298,2012-08-02,4,PGE-TAC,11518
102299,2012-08-02,6,PGE-TAC,11666
102300,2012-08-02,8,PGE-TAC,13161
102301,2012-08-02,19,PGE-TAC,18441
102302,2012-08-02,23,PGE-TAC,15116
102303,2012-08-02,13,PGE-TAC,16272
102304,2012-08-02,15,PGE-TAC,17647
102305,2012-08-02,20,PGE-TAC,17821
102306,2012-08-02,9,PGE-TAC,13938
102379,2012-08-03,6,PGE-TAC,11854
102380,2012-08-03,16,PGE-TAC,17158
102381,2012-08-03,11,PGE-TAC,14945
102382,2012-08-03,14,PGE-TAC,16209
102383,2012-08-03,3,PGE-TAC,11436
102384,2012-08-03,19,PGE-TAC,17001
102385,2012-08-03,20,PGE-TAC,16432
102386,2012-08-03,1,PGE-TAC,12582
102387,2012-08-03,2,PGE-TAC,11820
102388,2012-08-03,13,PGE-TAC,15747
102389,2012-08-03,21,PGE-TAC,16129
102390,2012-08-03,23,PGE-TAC,14544
102391,2012-08-03,15,PGE-TAC,16770
102392,2012-08-03,18,PGE-TAC,17360
102393,2012-08-03,24,PGE-TAC,13348
102394,2012-08-03,4,PGE-TAC,11389
102395,2012-08-03,8,PGE-TAC,13013
102396,2012-08-03,12,PGE-TAC,15478
102397,2012-08-03,17,PGE-TAC,17424
102398,2012-08-03,22,PGE-TAC,15629
102399,2012-08-03,5,PGE-TAC,11526
102400,2012-08-03,9,PGE-TAC,13800
102401,2012-08-03,10,PGE-TAC,14391
102402,2012-08-03,7,PGE-TAC,12242
102475,2012-08-04,1,PGE-TAC,12615
102476,2012-08-04,24,PGE-TAC,12507
102477,2012-08-04,16,PGE-TAC,14379
102478,2012-08-04,17,PGE-TAC,14519
102479,2012-08-04,11,PGE-TAC,13307
102480,2012-08-04,9,PGE-TAC,12153
102481,2012-08-04,8,PGE-TAC,11721
102482,2012-08-04,3,PGE-TAC,11518
102483,2012-08-04,22,PGE-TAC,14171
102484,2012-08-04,13,PGE-TAC,13849
102485,2012-08-04,10,PGE-TAC,12793
102486,2012-08-04,19,PGE-TAC,14408
102487,2012-08-04,15,PGE-TAC,14195
102488,2012-08-04,7,PGE-TAC,11529
102489,2012-08-04,23,PGE-TAC,13422
102490,2012-08-04,6,PGE-TAC,11312
102491,2012-08-04,21,PGE-TAC,14413
102492,2012-08-04,14,PGE-TAC,14013
102493,2012-08-04,2,PGE-TAC,11896
102494,2012-08-04,18,PGE-TAC,14459
102495,2012-08-04,12,PGE-TAC,13633
102496,2012-08-04,5,PGE-TAC,11141
102497,2012-08-04,4,PGE-TAC,11233
102498,2012-08-04,20,PGE-TAC,14278
102571,2012-08-05,20,PGE-TAC,15016
102572,2012-08-05,17,PGE-TAC,14795
102573,2012-08-05,8,PGE-TAC,11054
102574,2012-08-05,19,PGE-TAC,15288
102575,2012-08-05,24,PGE-TAC,12374
102576,2012-08-05,22,PGE-TAC,14614
102577,2012-08-05,14,PGE-TAC,13422
102578,2012-08-05,15,PGE-TAC,13857
102579,2012-08-05,23,PGE-TAC,13525
102580,2012-08-05,9,PGE-TAC,11250
102581,2012-08-05,10,PGE-TAC,11836
102582,2012-08-05,11,PGE-TAC,12286
102583,2012-08-05,21,PGE-TAC,14975
102584,2012-08-05,2,PGE-TAC,11329
102585,2012-08-05,3,PGE-TAC,10934
102586,2012-08-05,6,PGE-TAC,10724
102587,2012-08-05,13,PGE-TAC,13002
102588,2012-08-05,1,PGE-TAC,11946
102589,2012-08-05,5,PGE-TAC,10638
102590,2012-08-05,7,PGE-TAC,10971
102591,2012-08-05,16,PGE-TAC,14309
102592,2012-08-05,4,PGE-TAC,10711
102593,2012-08-05,12,PGE-TAC,12658
102594,2012-08-05,18,PGE-TAC,15150
102667,2012-08-06,9,PGE-TAC,13286
102668,2012-08-06,6,PGE-TAC,11084
102669,2012-08-06,14,PGE-TAC,15721
102670,2012-08-06,15,PGE-TAC,16242
102671,2012-08-06,19,PGE-TAC,17263
102672,2012-08-06,24,PGE-TAC,13151
102673,2012-08-06,2,PGE-TAC,10885
102674,2012-08-06,10,PGE-TAC,13925
102675,2012-08-06,12,PGE-TAC,14835
102676,2012-08-06,18,PGE-TAC,17328
102677,2012-08-06,1,PGE-TAC,11486
102678,2012-08-06,7,PGE-TAC,11722
102679,2012-08-06,8,PGE-TAC,12507
102680,2012-08-06,20,PGE-TAC,16775
102681,2012-08-06,23,PGE-TAC,14539
102682,2012-08-06,4,PGE-TAC,10717
102683,2012-08-06,22,PGE-TAC,16013
102684,2012-08-06,11,PGE-TAC,14441
102685,2012-08-06,13,PGE-TAC,15149
102686,2012-08-06,16,PGE-TAC,16702
102687,2012-08-06,21,PGE-TAC,16555
102688,2012-08-06,3,PGE-TAC,10772
102689,2012-08-06,5,PGE-TAC,10731
102690,2012-08-06,17,PGE-TAC,17151
102763,2012-08-07,3,PGE-TAC,11479
102764,2012-08-07,19,PGE-TAC,17612
102765,2012-08-07,12,PGE-TAC,15499
102766,2012-08-07,23,PGE-TAC,14720
102767,2012-08-07,4,PGE-TAC,11165
102768,2012-08-07,18,PGE-TAC,17840
102769,2012-08-07,10,PGE-TAC,14301
102770,2012-08-07,9,PGE-TAC,13726
102771,2012-08-07,7,PGE-TAC,12391
102772,2012-08-07,15,PGE-TAC,17077
102773,2012-08-07,11,PGE-TAC,14989
102774,2012-08-07,8,PGE-TAC,13218
102775,2012-08-07,2,PGE-TAC,12139
102776,2012-08-07,24,PGE-TAC,13449
102777,2012-08-07,17,PGE-TAC,17751
102778,2012-08-07,6,PGE-TAC,11707
102779,2012-08-07,1,PGE-TAC,12325
102780,2012-08-07,14,PGE-TAC,16502
102781,2012-08-07,13,PGE-TAC,15880
102782,2012-08-07,21,PGE-TAC,16832
102783,2012-08-07,5,PGE-TAC,11295
102784,2012-08-07,22,PGE-TAC,16191
102785,2012-08-07,20,PGE-TAC,17082
102786,2012-08-07,16,PGE-TAC,17430
102859,2012-08-08,4,PGE-TAC,11308
102860,2012-08-08,12,PGE-TAC,15617
102861,2012-08-08,3,PGE-TAC,11523
102862,2012-08-08,21,PGE-TAC,17580
102863,2012-08-08,11,PGE-TAC,15062
102864,2012-08-08,20,PGE-TAC,18018
102865,2012-08-08,7,PGE-TAC,12444
102866,2012-08-08,19,PGE-TAC,18624
102867,2012-08-08,17,PGE-TAC,18679
102868,2012-08-08,6,PGE-TAC,11796
102869,2012-08-08,2,PGE-TAC,11956
102870,2012-08-08,1,PGE-TAC,12628
102871,2012-08-08,23,PGE-TAC,15304
102872,2012-08-08,5,PGE-TAC,11319
102873,2012-08-08,22,PGE-TAC,16758
102874,2012-08-08,16,PGE-TAC,18133
102875,2012-08-08,15,PGE-TAC,17504
102876,2012-08-08,9,PGE-TAC,14296
102877,2012-08-08,14,PGE-TAC,16775
102878,2012-08-08,10,PGE-TAC,14838
102879,2012-08-08,24,PGE-TAC,13903
102880,2012-08-08,18,PGE-TAC,18820
102881,2012-08-08,13,PGE-TAC,16102
102882,2012-08-08,8,PGE-TAC,13285
102955,2012-08-09,5,PGE-TAC,11674
102956,2012-08-09,15,PGE-TAC,18436
102957,2012-08-09,24,PGE-TAC,14194
102958,2012-08-09,19,PGE-TAC,19143
102959,2012-08-09,10,PGE-TAC,14730
102960,2012-08-09,2,PGE-TAC,12317
102961,2012-08-09,20,PGE-TAC,18627
102962,2012-08-09,13,PGE-TAC,16851
102963,2012-08-09,7,PGE-TAC,12647
102964,2012-08-09,1,PGE-TAC,13049
102965,2012-08-09,23,PGE-TAC,15735
102966,2012-08-09,22,PGE-TAC,17294
102967,2012-08-09,17,PGE-TAC,19337
102968,2012-08-09,21,PGE-TAC,18177
102969,2012-08-09,12,PGE-TAC,16184
102970,2012-08-09,11,PGE-TAC,15501
102971,2012-08-09,9,PGE-TAC,13877
102972,2012-08-09,6,PGE-TAC,12072
102973,2012-08-09,4,PGE-TAC,11577
102974,2012-08-09,3,PGE-TAC,11824
102975,2012-08-09,18,PGE-TAC,19418
102976,2012-08-09,16,PGE-TAC,18918
102977,2012-08-09,14,PGE-TAC,17698
102978,2012-08-09,8,PGE-TAC,13130
103051,2012-08-10,16,PGE-TAC,18853
103052,2012-08-10,11,PGE-TAC,15946
103053,2012-08-10,13,PGE-TAC,17284
103054,2012-08-10,8,PGE-TAC,13314
103055,2012-08-10,22,PGE-TAC,16904
103056,2012-08-10,5,PGE-TAC,11838
103057,2012-08-10,7,PGE-TAC,12799
103058,2012-08-10,23,PGE-TAC,15511
103059,2012-08-10,24,PGE-TAC,14131
103060,2012-08-10,2,PGE-TAC,12612
103061,2012-08-10,6,PGE-TAC,12220
103062,2012-08-10,10,PGE-TAC,15078
103063,2012-08-10,12,PGE-TAC,16697
103064,2012-08-10,14,PGE-TAC,18065
103065,2012-08-10,17,PGE-TAC,19089
103066,2012-08-10,18,PGE-TAC,19016
103067,2012-08-10,19,PGE-TAC,18791
103068,2012-08-10,4,PGE-TAC,11777
103069,2012-08-10,3,PGE-TAC,12108
103070,2012-08-10,9,PGE-TAC,14252
103071,2012-08-10,15,PGE-TAC,18608
103072,2012-08-10,20,PGE-TAC,18234
103073,2012-08-10,21,PGE-TAC,17808
103074,2012-08-10,1,PGE-TAC,13146
103147,2012-08-11,11,PGE-TAC,14230
103148,2012-08-11,17,PGE-TAC,18398
103149,2012-08-11,23,PGE-TAC,15321
103150,2012-08-11,16,PGE-TAC,17943
103151,2012-08-11,14,PGE-TAC,16574
103152,2012-08-11,6,PGE-TAC,11589
103153,2012-08-11,2,PGE-TAC,12251
103154,2012-08-11,21,PGE-TAC,17414
103155,2012-08-11,20,PGE-TAC,17828
103156,2012-08-11,18,PGE-TAC,18548
103157,2012-08-11,10,PGE-TAC,13319
103158,2012-08-11,24,PGE-TAC,14098
103159,2012-08-11,8,PGE-TAC,12374
103160,2012-08-11,7,PGE-TAC,11814
103161,2012-08-11,5,PGE-TAC,11477
103162,2012-08-11,19,PGE-TAC,18432
103163,2012-08-11,13,PGE-TAC,15789
103164,2012-08-11,12,PGE-TAC,14982
103165,2012-08-11,4,PGE-TAC,11674
103166,2012-08-11,3,PGE-TAC,12032
103167,2012-08-11,15,PGE-TAC,17367
103168,2012-08-11,22,PGE-TAC,16605
103169,2012-08-11,9,PGE-TAC,12693
103170,2012-08-11,1,PGE-TAC,13060
103243,2012-08-12,18,PGE-TAC,17479
103244,2012-08-12,21,PGE-TAC,16834
103245,2012-08-12,9,PGE-TAC,12392
103246,2012-08-12,23,PGE-TAC,15018
103247,2012-08-12,14,PGE-TAC,15349
103248,2012-08-12,16,PGE-TAC,16652
103249,2012-08-12,17,PGE-TAC,17237
103250,2012-08-12,4,PGE-TAC,11970
103251,2012-08-12,10,PGE-TAC,13090
103252,2012-08-12,19,PGE-TAC,17378
103253,2012-08-12,22,PGE-TAC,16279
103254,2012-08-12,24,PGE-TAC,13735
103255,2012-08-12,1,PGE-TAC,13359
103256,2012-08-12,6,PGE-TAC,11784
103257,2012-08-12,13,PGE-TAC,14729
103258,2012-08-12,2,PGE-TAC,12509
103259,2012-08-12,3,PGE-TAC,12099
103260,2012-08-12,7,PGE-TAC,11699
103261,2012-08-12,15,PGE-TAC,16017
103262,2012-08-12,5,PGE-TAC,11779
103263,2012-08-12,11,PGE-TAC,13518
103264,2012-08-12,12,PGE-TAC,14151
103265,2012-08-12,20,PGE-TAC,16938
103266,2012-08-12,8,PGE-TAC,11718
103339,2012-08-13,14,PGE-TAC,18475
103340,2012-08-13,12,PGE-TAC,17035
103341,2012-08-13,21,PGE-TAC,18818
103342,2012-08-13,9,PGE-TAC,14624
103343,2012-08-13,3,PGE-TAC,12075
103344,2012-08-13,24,PGE-TAC,14630
103345,2012-08-13,23,PGE-TAC,16199
103346,2012-08-13,19,PGE-TAC,19787
103347,2012-08-13,17,PGE-TAC,20119
103348,2012-08-13,15,PGE-TAC,19213
103349,2012-08-13,11,PGE-TAC,16211
103350,2012-08-13,10,PGE-TAC,15312
103351,2012-08-13,5,PGE-TAC,11814
103352,2012-08-13,22,PGE-TAC,17838
103353,2012-08-13,18,PGE-TAC,20109
103354,2012-08-13,4,PGE-TAC,11831
103355,2012-08-13,2,PGE-TAC,12518
103356,2012-08-13,20,PGE-TAC,19194
103357,2012-08-13,13,PGE-TAC,17669
103358,2012-08-13,8,PGE-TAC,13910
103359,2012-08-13,7,PGE-TAC,12955
103360,2012-08-13,16,PGE-TAC,19742
103361,2012-08-13,1,PGE-TAC,12948
103362,2012-08-13,6,PGE-TAC,12084
103435,2012-08-14,6,PGE-TAC,12652
103436,2012-08-14,8,PGE-TAC,14162
103437,2012-08-14,11,PGE-TAC,16255
103438,2012-08-14,12,PGE-TAC,16811
103439,2012-08-14,3,PGE-TAC,12395
103440,2012-08-14,13,PGE-TAC,17446
103441,2012-08-14,15,PGE-TAC,18721
103442,2012-08-14,22,PGE-TAC,16966
103443,2012-08-14,1,PGE-TAC,13692
103444,2012-08-14,5,PGE-TAC,12128
103445,2012-08-14,7,PGE-TAC,13348
103446,2012-08-14,17,PGE-TAC,19219
103447,2012-08-14,20,PGE-TAC,17880
103448,2012-08-14,4,PGE-TAC,12087
103449,2012-08-14,14,PGE-TAC,18138
103450,2012-08-14,18,PGE-TAC,19018
103451,2012-08-14,9,PGE-TAC,14686
103452,2012-08-14,16,PGE-TAC,18989
103453,2012-08-14,21,PGE-TAC,17708
103454,2012-08-14,2,PGE-TAC,12957
103455,2012-08-14,24,PGE-TAC,14045
103456,2012-08-14,10,PGE-TAC,15489
103457,2012-08-14,19,PGE-TAC,18532
103458,2012-08-14,23,PGE-TAC,15453
103531,2012-08-15,2,PGE-TAC,12515
103532,2012-08-15,17,PGE-TAC,18435
103533,2012-08-15,4,PGE-TAC,11917
103534,2012-08-15,6,PGE-TAC,12445
103535,2012-08-15,12,PGE-TAC,16130
103536,2012-08-15,8,PGE-TAC,14101
103537,2012-08-15,10,PGE-TAC,15111
103538,2012-08-15,14,PGE-TAC,17178
103539,2012-08-15,19,PGE-TAC,17959
103540,2012-08-15,5,PGE-TAC,11992
103541,2012-08-15,7,PGE-TAC,13284
103542,2012-08-15,18,PGE-TAC,18308
103543,2012-08-15,23,PGE-TAC,14970
103544,2012-08-15,24,PGE-TAC,13583
103545,2012-08-15,20,PGE-TAC,17372
103546,2012-08-15,22,PGE-TAC,16445
103547,2012-08-15,1,PGE-TAC,13023
103548,2012-08-15,3,PGE-TAC,12144
103549,2012-08-15,13,PGE-TAC,16541
103550,2012-08-15,15,PGE-TAC,17789
103551,2012-08-15,16,PGE-TAC,18240
103552,2012-08-15,21,PGE-TAC,17204
103553,2012-08-15,11,PGE-TAC,15536
103554,2012-08-15,9,PGE-TAC,14706
103627,2012-08-16,1,PGE-TAC,12605
103628,2012-08-16,23,PGE-TAC,14788
103629,2012-08-16,18,PGE-TAC,18183
103630,2012-08-16,22,PGE-TAC,16234
103631,2012-08-16,5,PGE-TAC,11211
103632,2012-08-16,20,PGE-TAC,17401
103633,2012-08-16,21,PGE-TAC,17147
103634,2012-08-16,2,PGE-TAC,11910
103635,2012-08-16,3,PGE-TAC,11462
103636,2012-08-16,9,PGE-TAC,13791
103637,2012-08-16,11,PGE-TAC,14894
103638,2012-08-16,12,PGE-TAC,15391
103639,2012-08-16,14,PGE-TAC,16448
103640,2012-08-16,4,PGE-TAC,11185
103641,2012-08-16,15,PGE-TAC,17197
103642,2012-08-16,19,PGE-TAC,17946
103643,2012-08-16,8,PGE-TAC,13129
103644,2012-08-16,10,PGE-TAC,14305
103645,2012-08-16,16,PGE-TAC,17763
103646,2012-08-16,24,PGE-TAC,13435
103647,2012-08-16,7,PGE-TAC,12387
103648,2012-08-16,13,PGE-TAC,15757
103649,2012-08-16,17,PGE-TAC,18168
103650,2012-08-16,6,PGE-TAC,11663
103723,2012-08-17,12,PGE-TAC,15245
103724,2012-08-17,14,PGE-TAC,16239
103725,2012-08-17,17,PGE-TAC,17650
103726,2012-08-17,21,PGE-TAC,16496
103727,2012-08-17,1,PGE-TAC,12415
103728,2012-08-17,11,PGE-TAC,14814
103729,2012-08-17,20,PGE-TAC,16653
103730,2012-08-17,5,PGE-TAC,11158
103731,2012-08-17,7,PGE-TAC,12287
103732,2012-08-17,8,PGE-TAC,13372
103733,2012-08-17,15,PGE-TAC,16819
103734,2012-08-17,6,PGE-TAC,11595
103735,2012-08-17,18,PGE-TAC,17577
103736,2012-08-17,19,PGE-TAC,17238
103737,2012-08-17,22,PGE-TAC,15844
103738,2012-08-17,2,PGE-TAC,11785
103739,2012-08-17,16,PGE-TAC,17339
103740,2012-08-17,23,PGE-TAC,14662
103741,2012-08-17,13,PGE-TAC,15655
103742,2012-08-17,3,PGE-TAC,11333
103743,2012-08-17,9,PGE-TAC,13921
103744,2012-08-17,24,PGE-TAC,13531
103745,2012-08-17,4,PGE-TAC,11118
103746,2012-08-17,10,PGE-TAC,14267
103819,2012-08-18,23,PGE-TAC,14021
103820,2012-08-18,1,PGE-TAC,12635
103821,2012-08-18,2,PGE-TAC,12295
103822,2012-08-18,18,PGE-TAC,16638
103823,2012-08-18,20,PGE-TAC,15782
103824,2012-08-18,21,PGE-TAC,15655
103825,2012-08-18,3,PGE-TAC,11837
103826,2012-08-18,7,PGE-TAC,11522
103827,2012-08-18,8,PGE-TAC,11679
103828,2012-08-18,10,PGE-TAC,13032
103829,2012-08-18,11,PGE-TAC,13594
103830,2012-08-18,12,PGE-TAC,14033
103831,2012-08-18,15,PGE-TAC,15743
103832,2012-08-18,17,PGE-TAC,16539
103833,2012-08-18,22,PGE-TAC,15054
103834,2012-08-18,6,PGE-TAC,11593
103835,2012-08-18,14,PGE-TAC,15162
103836,2012-08-18,24,PGE-TAC,12938
103837,2012-08-18,4,PGE-TAC,11571
103838,2012-08-18,5,PGE-TAC,11477
103839,2012-08-18,9,PGE-TAC,12338
103840,2012-08-18,19,PGE-TAC,16381
103841,2012-08-18,13,PGE-TAC,14627
103842,2012-08-18,16,PGE-TAC,16193
103915,2012-08-19,16,PGE-TAC,15126
103916,2012-08-19,10,PGE-TAC,12283
103917,2012-08-19,23,PGE-TAC,13529
103918,2012-08-19,7,PGE-TAC,10931
103919,2012-08-19,13,PGE-TAC,13684
103920,2012-08-19,15,PGE-TAC,14636
103921,2012-08-19,22,PGE-TAC,14815
103922,2012-08-19,12,PGE-TAC,13101
103923,2012-08-19,18,PGE-TAC,15833
103924,2012-08-19,21,PGE-TAC,15465
103925,2012-08-19,1,PGE-TAC,12090
103926,2012-08-19,4,PGE-TAC,10905
103927,2012-08-19,9,PGE-TAC,11833
103928,2012-08-19,14,PGE-TAC,14134
103929,2012-08-19,19,PGE-TAC,15856
103930,2012-08-19,6,PGE-TAC,10999
103931,2012-08-19,17,PGE-TAC,15514
103932,2012-08-19,24,PGE-TAC,12338
103933,2012-08-19,5,PGE-TAC,10926
103934,2012-08-19,11,PGE-TAC,12745
103935,2012-08-19,2,PGE-TAC,11420
103936,2012-08-19,3,PGE-TAC,10970
103937,2012-08-19,8,PGE-TAC,11126
103938,2012-08-19,20,PGE-TAC,15466
104011,2012-08-20,8,PGE-TAC,12775
104012,2012-08-20,17,PGE-TAC,17558
104013,2012-08-20,16,PGE-TAC,17113
104014,2012-08-20,14,PGE-TAC,15948
104015,2012-08-20,3,PGE-TAC,11310
104016,2012-08-20,21,PGE-TAC,16779
104017,2012-08-20,5,PGE-TAC,11122
104018,2012-08-20,19,PGE-TAC,17455
104019,2012-08-20,15,PGE-TAC,16550
104020,2012-08-20,13,PGE-TAC,15422
104021,2012-08-20,6,PGE-TAC,11325
104022,2012-08-20,2,PGE-TAC,11369
104023,2012-08-20,1,PGE-TAC,11490
104024,2012-08-20,12,PGE-TAC,15077
104025,2012-08-20,11,PGE-TAC,14559
104026,2012-08-20,4,PGE-TAC,11161
104027,2012-08-20,24,PGE-TAC,12939
104028,2012-08-20,23,PGE-TAC,14414
104029,2012-08-20,9,PGE-TAC,13364
104030,2012-08-20,7,PGE-TAC,11938
104031,2012-08-20,22,PGE-TAC,15938
104032,2012-08-20,10,PGE-TAC,13983
104033,2012-08-20,18,PGE-TAC,17656
104034,2012-08-20,20,PGE-TAC,16930
104107,2012-08-21,1,PGE-TAC,12301
104108,2012-08-21,8,PGE-TAC,13209
104109,2012-08-21,9,PGE-TAC,13784
104110,2012-08-21,14,PGE-TAC,15774
104111,2012-08-21,20,PGE-TAC,16552
104112,2012-08-21,13,PGE-TAC,15005
104113,2012-08-21,19,PGE-TAC,16945
104114,2012-08-21,2,PGE-TAC,12024
104115,2012-08-21,11,PGE-TAC,14506
104116,2012-08-21,17,PGE-TAC,17121
104117,2012-08-21,18,PGE-TAC,17140
104118,2012-08-21,22,PGE-TAC,15800
104119,2012-08-21,5,PGE-TAC,11223
104120,2012-08-21,10,PGE-TAC,14179
104121,2012-08-21,15,PGE-TAC,16315
104122,2012-08-21,24,PGE-TAC,12933
