,OPR_DT,OPR_HR,TAC_AREA_NAME,MW
145751,2013-08-30,21,PGE-TAC,16967
145752,2013-08-30,24,PGE-TAC,13513
145753,2013-08-30,22,PGE-TAC,15941
145754,2013-08-30,7,PGE-TAC,12389
145755,2013-08-30,13,PGE-TAC,15968
145756,2013-08-30,20,PGE-TAC,17269
145757,2013-08-30,1,PGE-TAC,12071
145758,2013-08-30,4,PGE-TAC,11142
145759,2013-08-30,8,PGE-TAC,13115
145760,2013-08-30,19,PGE-TAC,17948
145761,2013-08-30,23,PGE-TAC,14764
145762,2013-08-30,15,PGE-TAC,17473
145763,2013-08-30,17,PGE-TAC,18408
145764,2013-08-30,11,PGE-TAC,14873
145765,2013-08-30,5,PGE-TAC,11263
145766,2013-08-30,6,PGE-TAC,11588
145767,2013-08-30,9,PGE-TAC,13691
145768,2013-08-30,10,PGE-TAC,14258
145769,2013-08-30,3,PGE-TAC,11361
145866,2013-08-31,9,PGE-TAC,12290
145867,2013-08-31,19,PGE-TAC,15921
145868,2013-08-31,6,PGE-TAC,11159
145869,2013-08-31,7,PGE-TAC,11391
145870,2013-08-31,8,PGE-TAC,11666
145871,2013-08-31,11,PGE-TAC,13297
145872,2013-08-31,24,PGE-TAC,12741
145873,2013-08-31,15,PGE-TAC,15437
145874,2013-08-31,16,PGE-TAC,15863
145875,2013-08-31,20,PGE-TAC,15489
145876,2013-08-31,21,PGE-TAC,15449
145877,2013-08-31,4,PGE-TAC,11185
145878,2013-08-31,22,PGE-TAC,14750
145879,2013-08-31,23,PGE-TAC,13791
145880,2013-08-31,3,PGE-TAC,11503
145881,2013-08-31,13,PGE-TAC,14374
145882,2013-08-31,14,PGE-TAC,14908
145883,2013-08-31,17,PGE-TAC,16137
145884,2013-08-31,18,PGE-TAC,16175
145885,2013-08-31,5,PGE-TAC,11079
145886,2013-08-31,12,PGE-TAC,13815
145887,2013-08-31,1,PGE-TAC,12407
145888,2013-08-31,10,PGE-TAC,12686
145889,2013-08-31,2,PGE-TAC,11973
145986,2013-09-01,2,PGE-TAC,11543
145987,2013-09-01,19,PGE-TAC,14781
145988,2013-09-01,16,PGE-TAC,14712
145989,2013-09-01,21,PGE-TAC,14765
145990,2013-09-01,1,PGE-TAC,11870
145991,2013-09-01,13,PGE-TAC,13241
145992,2013-09-01,20,PGE-TAC,14589
145993,2013-09-01,22,PGE-TAC,14168
145994,2013-09-01,24,PGE-TAC,12301
145995,2013-09-01,4,PGE-TAC,10835
145996,2013-09-01,8,PGE-TAC,11604
145997,2013-09-01,6,PGE-TAC,10737
145998,2013-09-01,10,PGE-TAC,12510
145999,2013-09-01,14,PGE-TAC,13724
146000,2013-09-01,18,PGE-TAC,15043
146001,2013-09-01,11,PGE-TAC,12343
146002,2013-09-01,15,PGE-TAC,14257
146003,2013-09-01,17,PGE-TAC,15003
146004,2013-09-01,9,PGE-TAC,11911
146005,2013-09-01,3,PGE-TAC,11099
146006,2013-09-01,23,PGE-TAC,13292
146007,2013-09-01,5,PGE-TAC,11015
146008,2013-09-01,12,PGE-TAC,12807
146009,2013-09-01,7,PGE-TAC,11188
146106,2013-09-02,1,PGE-TAC,11534
146107,2013-09-02,10,PGE-TAC,12561
146108,2013-09-02,24,PGE-TAC,12193
146109,2013-09-02,3,PGE-TAC,10977
146110,2013-09-02,4,PGE-TAC,10902
146111,2013-09-02,18,PGE-TAC,15342
146112,2013-09-02,22,PGE-TAC,14556
146113,2013-09-02,23,PGE-TAC,13350
146114,2013-09-02,17,PGE-TAC,15236
146115,2013-09-02,12,PGE-TAC,13453
146116,2013-09-02,14,PGE-TAC,14259
146117,2013-09-02,16,PGE-TAC,15030
146118,2013-09-02,19,PGE-TAC,15131
146119,2013-09-02,15,PGE-TAC,14683
146120,2013-09-02,20,PGE-TAC,15042
146121,2013-09-02,21,PGE-TAC,15301
146122,2013-09-02,8,PGE-TAC,11577
146123,2013-09-02,9,PGE-TAC,12113
146124,2013-09-02,2,PGE-TAC,11133
146125,2013-09-02,11,PGE-TAC,12960
146126,2013-09-02,13,PGE-TAC,13819
146127,2013-09-02,6,PGE-TAC,11103
146128,2013-09-02,7,PGE-TAC,11294
146129,2013-09-02,5,PGE-TAC,11104
146226,2013-09-03,15,PGE-TAC,15496
146227,2013-09-03,11,PGE-TAC,14303
146228,2013-09-03,18,PGE-TAC,16155
146229,2013-09-03,4,PGE-TAC,10780
146230,2013-09-03,10,PGE-TAC,13869
146231,2013-09-03,2,PGE-TAC,11003
146232,2013-09-03,21,PGE-TAC,15726
146233,2013-09-03,8,PGE-TAC,13081
146234,2013-09-03,3,PGE-TAC,10919
146235,2013-09-03,22,PGE-TAC,14896
146236,2013-09-03,16,PGE-TAC,15858
146237,2013-09-03,14,PGE-TAC,15098
146238,2013-09-03,9,PGE-TAC,13433
146239,2013-09-03,7,PGE-TAC,12454
146240,2013-09-03,1,PGE-TAC,11363
146241,2013-09-03,23,PGE-TAC,13624
146242,2013-09-03,24,PGE-TAC,12327
146243,2013-09-03,17,PGE-TAC,16185
146244,2013-09-03,6,PGE-TAC,11379
146245,2013-09-03,20,PGE-TAC,15656
146246,2013-09-03,13,PGE-TAC,14706
146247,2013-09-03,19,PGE-TAC,15896
146248,2013-09-03,5,PGE-TAC,10943
146249,2013-09-03,12,PGE-TAC,14605
146346,2013-09-04,10,PGE-TAC,13519
146347,2013-09-04,24,PGE-TAC,12386
146348,2013-09-04,11,PGE-TAC,13969
146349,2013-09-04,13,PGE-TAC,14511
146350,2013-09-04,12,PGE-TAC,14313
146351,2013-09-04,23,PGE-TAC,13645
146352,2013-09-04,1,PGE-TAC,11476
146353,2013-09-04,3,PGE-TAC,10933
146354,2013-09-04,4,PGE-TAC,11099
146355,2013-09-04,5,PGE-TAC,11027
146356,2013-09-04,6,PGE-TAC,11375
146357,2013-09-04,16,PGE-TAC,15869
146358,2013-09-04,21,PGE-TAC,15683
146359,2013-09-04,7,PGE-TAC,12186
146360,2013-09-04,8,PGE-TAC,12720
146361,2013-09-04,14,PGE-TAC,14973
146362,2013-09-04,2,PGE-TAC,11051
146363,2013-09-04,17,PGE-TAC,16172
146364,2013-09-04,20,PGE-TAC,15694
146365,2013-09-04,9,PGE-TAC,13125
146366,2013-09-04,15,PGE-TAC,15461
146367,2013-09-04,18,PGE-TAC,16167
146368,2013-09-04,22,PGE-TAC,14831
146369,2013-09-04,19,PGE-TAC,15910
146466,2013-09-05,20,PGE-TAC,15436
146467,2013-09-05,19,PGE-TAC,15647
146468,2013-09-05,4,PGE-TAC,11069
146469,2013-09-05,11,PGE-TAC,13929
146470,2013-09-05,12,PGE-TAC,14272
146471,2013-09-05,22,PGE-TAC,14815
146472,2013-09-05,5,PGE-TAC,11109
146473,2013-09-05,24,PGE-TAC,12293
146474,2013-09-05,14,PGE-TAC,14851
146475,2013-09-05,15,PGE-TAC,15166
146476,2013-09-05,16,PGE-TAC,15540
146477,2013-09-05,17,PGE-TAC,15831
146478,2013-09-05,21,PGE-TAC,15584
146479,2013-09-05,8,PGE-TAC,12711
146480,2013-09-05,9,PGE-TAC,13123
146481,2013-09-05,1,PGE-TAC,11700
146482,2013-09-05,10,PGE-TAC,13593
146483,2013-09-05,18,PGE-TAC,15866
146484,2013-09-05,23,PGE-TAC,13577
146485,2013-09-05,2,PGE-TAC,11310
146486,2013-09-05,6,PGE-TAC,11322
146487,2013-09-05,7,PGE-TAC,12289
146488,2013-09-05,13,PGE-TAC,14458
146489,2013-09-05,3,PGE-TAC,11193
146586,2013-09-06,1,PGE-TAC,11380
146587,2013-09-06,21,PGE-TAC,16269
146588,2013-09-06,13,PGE-TAC,14654
146589,2013-09-06,17,PGE-TAC,16964
146590,2013-09-06,4,PGE-TAC,10628
146591,2013-09-06,5,PGE-TAC,10739
146592,2013-09-06,9,PGE-TAC,13036
146593,2013-09-06,19,PGE-TAC,16744
146594,2013-09-06,3,PGE-TAC,10806
146595,2013-09-06,7,PGE-TAC,11854
146596,2013-09-06,8,PGE-TAC,12525
146597,2013-09-06,11,PGE-TAC,14035
146598,2013-09-06,20,PGE-TAC,16378
146599,2013-09-06,14,PGE-TAC,15269
146600,2013-09-06,22,PGE-TAC,15358
146601,2013-09-06,24,PGE-TAC,12883
146602,2013-09-06,10,PGE-TAC,13542
146603,2013-09-06,16,PGE-TAC,16456
146604,2013-09-06,23,PGE-TAC,14140
146605,2013-09-06,2,PGE-TAC,11143
146606,2013-09-06,18,PGE-TAC,17071
146607,2013-09-06,6,PGE-TAC,11200
146608,2013-09-06,15,PGE-TAC,15865
146609,2013-09-06,12,PGE-TAC,14440
146706,2013-09-07,2,PGE-TAC,11258
146707,2013-09-07,4,PGE-TAC,10671
146708,2013-09-07,7,PGE-TAC,11208
146709,2013-09-07,8,PGE-TAC,11191
146710,2013-09-07,5,PGE-TAC,10757
146711,2013-09-07,14,PGE-TAC,15427
146712,2013-09-07,11,PGE-TAC,13158
146713,2013-09-07,12,PGE-TAC,13871
146714,2013-09-07,17,PGE-TAC,17260
146715,2013-09-07,19,PGE-TAC,17090
146716,2013-09-07,15,PGE-TAC,16151
146717,2013-09-07,6,PGE-TAC,10912
146718,2013-09-07,9,PGE-TAC,11832
146719,2013-09-07,18,PGE-TAC,17394
146720,2013-09-07,20,PGE-TAC,16493
146721,2013-09-07,21,PGE-TAC,16123
146722,2013-09-07,22,PGE-TAC,15245
146723,2013-09-07,3,PGE-TAC,10867
146724,2013-09-07,10,PGE-TAC,12458
146725,2013-09-07,1,PGE-TAC,11914
146726,2013-09-07,13,PGE-TAC,14611
146727,2013-09-07,16,PGE-TAC,16827
146728,2013-09-07,23,PGE-TAC,14102
146729,2013-09-07,24,PGE-TAC,12849
146826,2013-09-08,21,PGE-TAC,16340
146827,2013-09-08,20,PGE-TAC,16563
146828,2013-09-08,16,PGE-TAC,16188
146829,2013-09-08,22,PGE-TAC,15272
146830,2013-09-08,19,PGE-TAC,16965
146831,2013-09-08,12,PGE-TAC,13114
146832,2013-09-08,8,PGE-TAC,10840
146833,2013-09-08,7,PGE-TAC,10701
146834,2013-09-08,14,PGE-TAC,14570
146835,2013-09-08,11,PGE-TAC,12449
146836,2013-09-08,9,PGE-TAC,11459
146837,2013-09-08,3,PGE-TAC,11024
146838,2013-09-08,2,PGE-TAC,11459
146839,2013-09-08,17,PGE-TAC,16745
146840,2013-09-08,13,PGE-TAC,13744
146841,2013-09-08,10,PGE-TAC,11828
146842,2013-09-08,6,PGE-TAC,10580
146843,2013-09-08,4,PGE-TAC,10968
146844,2013-09-08,1,PGE-TAC,12130
146845,2013-09-08,24,PGE-TAC,12423
146846,2013-09-08,23,PGE-TAC,13791
146847,2013-09-08,15,PGE-TAC,15386
146848,2013-09-08,5,PGE-TAC,10844
146849,2013-09-08,18,PGE-TAC,17099
146946,2013-09-09,11,PGE-TAC,14694
146947,2013-09-09,10,PGE-TAC,14077
146948,2013-09-09,17,PGE-TAC,18430
146949,2013-09-09,1,PGE-TAC,11676
146950,2013-09-09,24,PGE-TAC,12972
146951,2013-09-09,15,PGE-TAC,17413
146952,2013-09-09,13,PGE-TAC,15938
146953,2013-09-09,8,PGE-TAC,12983
146954,2013-09-09,5,PGE-TAC,11147
146955,2013-09-09,22,PGE-TAC,16048
146956,2013-09-09,21,PGE-TAC,17301
146957,2013-09-09,9,PGE-TAC,13517
146958,2013-09-09,14,PGE-TAC,16786
146959,2013-09-09,6,PGE-TAC,11479
146960,2013-09-09,23,PGE-TAC,14477
146961,2013-09-09,19,PGE-TAC,17965
146962,2013-09-09,7,PGE-TAC,12377
146963,2013-09-09,2,PGE-TAC,11276
146964,2013-09-09,20,PGE-TAC,17640
146965,2013-09-09,16,PGE-TAC,18018
146966,2013-09-09,12,PGE-TAC,15350
146967,2013-09-09,18,PGE-TAC,18389
146968,2013-09-09,3,PGE-TAC,11210
146969,2013-09-09,4,PGE-TAC,11028
147066,2013-09-10,6,PGE-TAC,11555
147067,2013-09-10,14,PGE-TAC,15822
147068,2013-09-10,8,PGE-TAC,13028
147069,2013-09-10,12,PGE-TAC,15008
147070,2013-09-10,15,PGE-TAC,16237
147071,2013-09-10,24,PGE-TAC,12301
147072,2013-09-10,4,PGE-TAC,10947
147073,2013-09-10,5,PGE-TAC,11023
147074,2013-09-10,10,PGE-TAC,13983
147075,2013-09-10,17,PGE-TAC,16823
147076,2013-09-10,19,PGE-TAC,16230
147077,2013-09-10,20,PGE-TAC,16110
147078,2013-09-10,7,PGE-TAC,12323
147079,2013-09-10,11,PGE-TAC,14524
147080,2013-09-10,13,PGE-TAC,15295
147081,2013-09-10,21,PGE-TAC,15982
147082,2013-09-10,1,PGE-TAC,11961
147083,2013-09-10,18,PGE-TAC,16650
147084,2013-09-10,23,PGE-TAC,13616
147085,2013-09-10,9,PGE-TAC,13492
147086,2013-09-10,22,PGE-TAC,15008
147087,2013-09-10,16,PGE-TAC,16586
147088,2013-09-10,2,PGE-TAC,11310
147089,2013-09-10,3,PGE-TAC,11094
147186,2013-09-11,6,PGE-TAC,11328
147187,2013-09-11,4,PGE-TAC,10686
147188,2013-09-11,2,PGE-TAC,11199
147189,2013-09-11,8,PGE-TAC,12926
147190,2013-09-11,13,PGE-TAC,14297
147191,2013-09-11,14,PGE-TAC,14545
147192,2013-09-11,10,PGE-TAC,13723
147193,2013-09-11,9,PGE-TAC,13307
147194,2013-09-11,5,PGE-TAC,10773
147195,2013-09-11,23,PGE-TAC,13036
147196,2013-09-11,17,PGE-TAC,15142
147197,2013-09-11,24,PGE-TAC,11922
147198,2013-09-11,18,PGE-TAC,15068
147199,2013-09-11,15,PGE-TAC,14843
147200,2013-09-11,21,PGE-TAC,14990
147201,2013-09-11,19,PGE-TAC,14813
147202,2013-09-11,1,PGE-TAC,11472
147203,2013-09-11,22,PGE-TAC,14181
147204,2013-09-11,20,PGE-TAC,14954
147205,2013-09-11,12,PGE-TAC,14269
147206,2013-09-11,11,PGE-TAC,14063
147207,2013-09-11,16,PGE-TAC,15007
147208,2013-09-11,3,PGE-TAC,10841
147209,2013-09-11,7,PGE-TAC,12229
147306,2013-09-12,22,PGE-TAC,14562
147307,2013-09-12,18,PGE-TAC,15810
147308,2013-09-12,16,PGE-TAC,15477
147309,2013-09-12,7,PGE-TAC,12068
147310,2013-09-12,11,PGE-TAC,14007
147311,2013-09-12,6,PGE-TAC,11136
147312,2013-09-12,5,PGE-TAC,10778
147313,2013-09-12,24,PGE-TAC,12146
147314,2013-09-12,21,PGE-TAC,15450
147315,2013-09-12,17,PGE-TAC,15825
147316,2013-09-12,15,PGE-TAC,15092
147317,2013-09-12,13,PGE-TAC,14234
147318,2013-09-12,10,PGE-TAC,13670
147319,2013-09-12,9,PGE-TAC,13278
147320,2013-09-12,2,PGE-TAC,10886
147321,2013-09-12,1,PGE-TAC,11204
147322,2013-09-12,19,PGE-TAC,15533
147323,2013-09-12,8,PGE-TAC,12872
147324,2013-09-12,3,PGE-TAC,10754
147325,2013-09-12,23,PGE-TAC,13373
147326,2013-09-12,14,PGE-TAC,14682
147327,2013-09-12,12,PGE-TAC,14201
147328,2013-09-12,4,PGE-TAC,10649
147329,2013-09-12,20,PGE-TAC,15501
147426,2013-09-13,6,PGE-TAC,11005
147427,2013-09-13,24,PGE-TAC,12243
147428,2013-09-13,20,PGE-TAC,15265
147429,2013-09-13,16,PGE-TAC,15785
147430,2013-09-13,21,PGE-TAC,15062
147431,2013-09-13,13,PGE-TAC,14493
147432,2013-09-13,3,PGE-TAC,10774
147433,2013-09-13,1,PGE-TAC,11266
147434,2013-09-13,19,PGE-TAC,15443
147435,2013-09-13,15,PGE-TAC,15451
147436,2013-09-13,10,PGE-TAC,13587
147437,2013-09-13,17,PGE-TAC,16005
147438,2013-09-13,12,PGE-TAC,14300
147439,2013-09-13,8,PGE-TAC,12740
147440,2013-09-13,2,PGE-TAC,10895
147441,2013-09-13,18,PGE-TAC,15857
147442,2013-09-13,7,PGE-TAC,11937
147443,2013-09-13,5,PGE-TAC,10670
147444,2013-09-13,23,PGE-TAC,13353
147445,2013-09-13,22,PGE-TAC,14306
147446,2013-09-13,11,PGE-TAC,13972
147447,2013-09-13,14,PGE-TAC,14985
147448,2013-09-13,9,PGE-TAC,13145
147449,2013-09-13,4,PGE-TAC,10601
147546,2013-09-14,1,PGE-TAC,11352
147547,2013-09-14,23,PGE-TAC,12588
147548,2013-09-14,5,PGE-TAC,10374
147549,2013-09-14,18,PGE-TAC,14620
147550,2013-09-14,24,PGE-TAC,11673
147551,2013-09-14,3,PGE-TAC,10678
147552,2013-09-14,8,PGE-TAC,11146
147553,2013-09-14,14,PGE-TAC,13453
147554,2013-09-14,15,PGE-TAC,13846
147555,2013-09-14,13,PGE-TAC,13069
147556,2013-09-14,16,PGE-TAC,14208
147557,2013-09-14,7,PGE-TAC,10830
147558,2013-09-14,11,PGE-TAC,12450
147559,2013-09-14,21,PGE-TAC,14228
147560,2013-09-14,6,PGE-TAC,10519
147561,2013-09-14,2,PGE-TAC,11063
147562,2013-09-14,9,PGE-TAC,11787
147563,2013-09-14,12,PGE-TAC,12758
147564,2013-09-14,17,PGE-TAC,14506
147565,2013-09-14,19,PGE-TAC,14464
147566,2013-09-14,20,PGE-TAC,14383
147567,2013-09-14,10,PGE-TAC,12045
147568,2013-09-14,22,PGE-TAC,13509
147569,2013-09-14,4,PGE-TAC,10429
147666,2013-09-15,23,PGE-TAC,12331
147667,2013-09-15,16,PGE-TAC,13256
147668,2013-09-15,17,PGE-TAC,13675
147669,2013-09-15,13,PGE-TAC,11979
147670,2013-09-15,9,PGE-TAC,10752
147671,2013-09-15,7,PGE-TAC,10221
147672,2013-09-15,6,PGE-TAC,10011
147673,2013-09-15,4,PGE-TAC,10015
147674,2013-09-15,14,PGE-TAC,12333
147675,2013-09-15,11,PGE-TAC,11320
147676,2013-09-15,10,PGE-TAC,10905
147677,2013-09-15,3,PGE-TAC,10252
147678,2013-09-15,19,PGE-TAC,13988
147679,2013-09-15,18,PGE-TAC,13982
147680,2013-09-15,12,PGE-TAC,11683
147681,2013-09-15,2,PGE-TAC,10649
147682,2013-09-15,1,PGE-TAC,11038
147683,2013-09-15,24,PGE-TAC,11233
147684,2013-09-15,21,PGE-TAC,14218
147685,2013-09-15,5,PGE-TAC,9940
147686,2013-09-15,20,PGE-TAC,14142
147687,2013-09-15,22,PGE-TAC,13455
147688,2013-09-15,8,PGE-TAC,10312
147689,2013-09-15,15,PGE-TAC,12796
147786,2013-09-16,7,PGE-TAC,11659
147787,2013-09-16,18,PGE-TAC,15685
147788,2013-09-16,23,PGE-TAC,12933
147789,2013-09-16,4,PGE-TAC,10290
147790,2013-09-16,5,PGE-TAC,10494
147791,2013-09-16,17,PGE-TAC,15732
147792,2013-09-16,19,PGE-TAC,15511
147793,2013-09-16,22,PGE-TAC,14231
147794,2013-09-16,6,PGE-TAC,10836
147795,2013-09-16,3,PGE-TAC,10065
147796,2013-09-16,20,PGE-TAC,15470
147797,2013-09-16,1,PGE-TAC,10585
147798,2013-09-16,12,PGE-TAC,13976
147799,2013-09-16,15,PGE-TAC,15056
147800,2013-09-16,24,PGE-TAC,11691
147801,2013-09-16,2,PGE-TAC,10329
147802,2013-09-16,10,PGE-TAC,13243
147803,2013-09-16,11,PGE-TAC,13647
147804,2013-09-16,14,PGE-TAC,14641
147805,2013-09-16,16,PGE-TAC,15455
147806,2013-09-16,21,PGE-TAC,15191
147807,2013-09-16,9,PGE-TAC,12821
147808,2013-09-16,13,PGE-TAC,14216
147809,2013-09-16,8,PGE-TAC,12397
147906,2013-09-17,13,PGE-TAC,13541
147907,2013-09-17,8,PGE-TAC,12400
147908,2013-09-17,5,PGE-TAC,10372
147909,2013-09-17,23,PGE-TAC,12473
147910,2013-09-17,9,PGE-TAC,12692
147911,2013-09-17,17,PGE-TAC,14268
147912,2013-09-17,24,PGE-TAC,11414
147913,2013-09-17,22,PGE-TAC,13643
147914,2013-09-17,18,PGE-TAC,14227
147915,2013-09-17,16,PGE-TAC,14131
147916,2013-09-17,15,PGE-TAC,13966
147917,2013-09-17,14,PGE-TAC,13775
147918,2013-09-17,3,PGE-TAC,10439
147919,2013-09-17,19,PGE-TAC,14097
147920,2013-09-17,6,PGE-TAC,10644
147921,2013-09-17,4,PGE-TAC,10286
147922,2013-09-17,2,PGE-TAC,10796
147923,2013-09-17,1,PGE-TAC,11031
147924,2013-09-17,20,PGE-TAC,14454
147925,2013-09-17,11,PGE-TAC,13368
147926,2013-09-17,12,PGE-TAC,13524
147927,2013-09-17,21,PGE-TAC,14472
147928,2013-09-17,7,PGE-TAC,11690
147929,2013-09-17,10,PGE-TAC,13008
148026,2013-09-18,4,PGE-TAC,10575
148027,2013-09-18,9,PGE-TAC,12729
148028,2013-09-18,21,PGE-TAC,14539
148029,2013-09-18,23,PGE-TAC,12564
148030,2013-09-18,1,PGE-TAC,10818
148031,2013-09-18,11,PGE-TAC,13458
148032,2013-09-18,15,PGE-TAC,14137
148033,2013-09-18,19,PGE-TAC,14425
148034,2013-09-18,7,PGE-TAC,11652
148035,2013-09-18,14,PGE-TAC,13784
148036,2013-09-18,20,PGE-TAC,14607
148037,2013-09-18,13,PGE-TAC,13527
148038,2013-09-18,16,PGE-TAC,14400
148039,2013-09-18,17,PGE-TAC,14645
148040,2013-09-18,22,PGE-TAC,13723
148041,2013-09-18,5,PGE-TAC,10674
148042,2013-09-18,6,PGE-TAC,10732
148043,2013-09-18,12,PGE-TAC,13613
148044,2013-09-18,18,PGE-TAC,14612
148045,2013-09-18,24,PGE-TAC,11488
148046,2013-09-18,2,PGE-TAC,10623
148047,2013-09-18,3,PGE-TAC,10634
148048,2013-09-18,8,PGE-TAC,12400
148049,2013-09-18,10,PGE-TAC,13094
148146,2013-09-19,15,PGE-TAC,14777
148147,2013-09-19,5,PGE-TAC,10274
148148,2013-09-19,21,PGE-TAC,15154
148149,2013-09-19,23,PGE-TAC,12960
148150,2013-09-19,2,PGE-TAC,10312
148151,2013-09-19,14,PGE-TAC,14358
148152,2013-09-19,20,PGE-TAC,15314
148153,2013-09-19,22,PGE-TAC,14229
148154,2013-09-19,3,PGE-TAC,10110
148155,2013-09-19,17,PGE-TAC,15596
148156,2013-09-19,24,PGE-TAC,11702
148157,2013-09-19,16,PGE-TAC,15216
148158,2013-09-19,7,PGE-TAC,11551
148159,2013-09-19,8,PGE-TAC,12162
148160,2013-09-19,10,PGE-TAC,12962
148161,2013-09-19,13,PGE-TAC,13972
148162,2013-09-19,12,PGE-TAC,13722
148163,2013-09-19,4,PGE-TAC,10270
148164,2013-09-19,6,PGE-TAC,10608
148165,2013-09-19,11,PGE-TAC,13366
148166,2013-09-19,18,PGE-TAC,15612
148167,2013-09-19,19,PGE-TAC,15304
148168,2013-09-19,1,PGE-TAC,10778
148169,2013-09-19,9,PGE-TAC,12540
148266,2013-09-20,14,PGE-TAC,13860
148267,2013-09-20,4,PGE-TAC,9981
148268,2013-09-20,10,PGE-TAC,12891
148269,2013-09-20,3,PGE-TAC,10440
148270,2013-09-20,11,PGE-TAC,13269
148271,2013-09-20,9,PGE-TAC,12477
148272,2013-09-20,24,PGE-TAC,11835
148273,2013-09-20,5,PGE-TAC,10056
148274,2013-09-20,20,PGE-TAC,14225
148275,2013-09-20,19,PGE-TAC,14007
148276,2013-09-20,15,PGE-TAC,14094
148277,2013-09-20,13,PGE-TAC,13635
148278,2013-09-20,8,PGE-TAC,12060
148279,2013-09-20,7,PGE-TAC,11434
148280,2013-09-20,22,PGE-TAC,13619
148281,2013-09-20,1,PGE-TAC,10962
148282,2013-09-20,23,PGE-TAC,12778
148283,2013-09-20,21,PGE-TAC,14177
148284,2013-09-20,16,PGE-TAC,14301
148285,2013-09-20,6,PGE-TAC,10461
148286,2013-09-20,18,PGE-TAC,14265
148287,2013-09-20,17,PGE-TAC,14409
148288,2013-09-20,2,PGE-TAC,10733
148289,2013-09-20,12,PGE-TAC,13506
148386,2013-09-21,16,PGE-TAC,12017
148387,2013-09-21,21,PGE-TAC,12489
148388,2013-09-21,8,PGE-TAC,10847
148389,2013-09-21,10,PGE-TAC,11989
148390,2013-09-21,11,PGE-TAC,12396
148391,2013-09-21,12,PGE-TAC,12533
148392,2013-09-21,7,PGE-TAC,10598
148393,2013-09-21,20,PGE-TAC,12418
148394,2013-09-21,17,PGE-TAC,11886
148395,2013-09-21,19,PGE-TAC,11887
148396,2013-09-21,22,PGE-TAC,12142
148397,2013-09-21,23,PGE-TAC,11468
148398,2013-09-21,2,PGE-TAC,10752
148399,2013-09-21,3,PGE-TAC,10582
148400,2013-09-21,14,PGE-TAC,12304
148401,2013-09-21,24,PGE-TAC,10683
148402,2013-09-21,18,PGE-TAC,11842
148403,2013-09-21,1,PGE-TAC,11120
148404,2013-09-21,4,PGE-TAC,10287
148405,2013-09-21,15,PGE-TAC,12130
148406,2013-09-21,5,PGE-TAC,10068
148407,2013-09-21,9,PGE-TAC,11420
148408,2013-09-21,13,PGE-TAC,12500
148409,2013-09-21,6,PGE-TAC,10249
148506,2013-09-22,2,PGE-TAC,9925
148507,2013-09-22,11,PGE-TAC,10828
148508,2013-09-22,6,PGE-TAC,9568
148509,2013-09-22,21,PGE-TAC,12666
148510,2013-09-22,20,PGE-TAC,12535
148511,2013-09-22,17,PGE-TAC,11218
148512,2013-09-22,15,PGE-TAC,10868
148513,2013-09-22,13,PGE-TAC,10879
148514,2013-09-22,8,PGE-TAC,10039
148515,2013-09-22,3,PGE-TAC,9544
148516,2013-09-22,24,PGE-TAC,10374
148517,2013-09-22,16,PGE-TAC,11005
148518,2013-09-22,4,PGE-TAC,9651
148519,2013-09-22,19,PGE-TAC,11807
148520,2013-09-22,5,PGE-TAC,9634
148521,2013-09-22,1,PGE-TAC,10246
148522,2013-09-22,23,PGE-TAC,11221
148523,2013-09-22,7,PGE-TAC,9651
148524,2013-09-22,22,PGE-TAC,12095
148525,2013-09-22,14,PGE-TAC,10809
148526,2013-09-22,12,PGE-TAC,10922
148527,2013-09-22,18,PGE-TAC,11534
148528,2013-09-22,9,PGE-TAC,10295
148529,2013-09-22,10,PGE-TAC,10639
148626,2013-09-23,18,PGE-TAC,14220
148627,2013-09-23,8,PGE-TAC,11843
148628,2013-09-23,2,PGE-TAC,9736
148629,2013-09-23,16,PGE-TAC,13852
148630,2013-09-23,24,PGE-TAC,11343
148631,2013-09-23,20,PGE-TAC,14584
148632,2013-09-23,10,PGE-TAC,12592
148633,2013-09-23,3,PGE-TAC,9572
148634,2013-09-23,11,PGE-TAC,12921
148635,2013-09-23,9,PGE-TAC,12232
148636,2013-09-23,1,PGE-TAC,9786
148637,2013-09-23,22,PGE-TAC,13609
148638,2013-09-23,15,PGE-TAC,13652
148639,2013-09-23,12,PGE-TAC,13118
148640,2013-09-23,7,PGE-TAC,11077
148641,2013-09-23,23,PGE-TAC,12492
148642,2013-09-23,17,PGE-TAC,14105
148643,2013-09-23,5,PGE-TAC,9416
148644,2013-09-23,4,PGE-TAC,9405
148645,2013-09-23,21,PGE-TAC,14374
148646,2013-09-23,14,PGE-TAC,13408
148647,2013-09-23,19,PGE-TAC,14191
148648,2013-09-23,6,PGE-TAC,9976
148649,2013-09-23,13,PGE-TAC,13134
148746,2013-09-24,6,PGE-TAC,10542
148747,2013-09-24,5,PGE-TAC,10195
148748,2013-09-24,21,PGE-TAC,14052
148749,2013-09-24,12,PGE-TAC,13275
148750,2013-09-24,8,PGE-TAC,12326
148751,2013-09-24,24,PGE-TAC,11205
148752,2013-09-24,14,PGE-TAC,13507
148753,2013-09-24,23,PGE-TAC,12184
148754,2013-09-24,16,PGE-TAC,13861
148755,2013-09-24,17,PGE-TAC,13917
148756,2013-09-24,9,PGE-TAC,12688
148757,2013-09-24,7,PGE-TAC,11595
